rho,universe,ceiling_pct,cov_eucl,cov_M,gap_pp
0.0,26032,97.16128421683233,99.99999999999996,97.16128421683231,2.8387157831676433
0.2,26032,97.16128421683233,99.99999999999996,97.16128421683231,2.8387157831676433
0.5,26032,96.99021117433364,99.68774212156532,93.93514308935382,5.752599032211506
0.8,26032,5.225673921855484,,,
