rho,stage,coverage_pct
0.5,1_Eucl,99.68774212156532
0.5,2_ongrid_Energy,99.49354263383114
0.5,3_speed_envelope,99.49354263383114
0.5,4_route_sigma,96.5849275292383
0.5,5_terminal_sigma,93.93514308935383
0.8,1_Eucl,11.166433177945965
0.8,2_ongrid_Energy,11.166433177945965
0.8,3_speed_envelope,11.166433177945965
0.8,4_route_sigma,8.57746757688243
0.8,5_terminal_sigma,1.950473669073942
