weight,rho,ablation,K,coverage_pct,cand_set
ev,0.8,A0,1,4.848470684715558,511
ev,0.8,A0,5,22.74230402743239,511
ev,0.8,A0,10,39.44866465753599,511
ev,0.8,A0,20,61.789850738658274,511
ev,0.8,A0,30,77.6455884993026,511
ev,0.8,A0,50,94.08467880289238,511
ev,0.8,A0,75,99.79104899354026,511
ev,0.8,A0,100,99.85515775429188,511
ev,0.8,A0,150,99.85515775429188,511
ev,0.8,A0,300,99.85515775429188,511
ev,0.8,A0,605,99.85515775429188,511
ev,0.8,Eucl,1,2.021258401328278,511
ev,0.8,Eucl,5,8.487585633263896,511
ev,0.8,Eucl,10,13.943469564007312,511
ev,0.8,Eucl,20,23.32358511911907,511
ev,0.8,Eucl,30,30.43158421405421,511
ev,0.8,Eucl,50,41.096690033345055,511
ev,0.8,Eucl,75,52.00314648134791,511
ev,0.8,Eucl,100,60.70515387696005,511
ev,0.8,Eucl,150,73.33054307078308,511
ev,0.8,Eucl,300,83.97875859519488,511
ev,0.8,Eucl,605,83.97875859519488,511
ev,0.8,energy,1,2.021258401328278,511
ev,0.8,energy,5,8.487585633263896,511
ev,0.8,energy,10,13.943469564007312,511
ev,0.8,energy,20,23.32358511911907,511
ev,0.8,energy,30,30.43158421405421,511
ev,0.8,energy,50,41.096690033345055,511
ev,0.8,energy,75,52.00314648134791,511
ev,0.8,energy,100,60.70515387696005,511
ev,0.8,energy,150,73.33054307078308,511
ev,0.8,energy,300,83.97875859519488,511
ev,0.8,energy,605,83.97875859519488,511
ev,0.8,High,1,1.5285185724195294,511
ev,0.8,High,5,5.655061936392637,511
ev,0.8,High,10,10.008083971322616,511
ev,0.8,High,20,16.068991012026103,511
ev,0.8,High,30,20.88208768293836,511
ev,0.8,High,50,28.481180068602217,511
ev,0.8,High,75,35.34071124075681,511
ev,0.8,High,100,40.07971369356756,511
ev,0.8,High,150,44.70749514802378,511
ev,0.8,High,300,44.71960517076725,511
ev,0.8,High,605,44.71960517076725,511
ev,0.8,Medium,1,1.5285185724195294,511
ev,0.8,Medium,5,5.655061936392637,511
ev,0.8,Medium,10,10.008083971322616,511
ev,0.8,Medium,20,16.068991012026103,511
ev,0.8,Medium,30,20.88208768293836,511
ev,0.8,Medium,50,28.481180068602217,511
ev,0.8,Medium,75,35.34071124075681,511
ev,0.8,Medium,100,40.07971369356756,511
ev,0.8,Medium,150,44.70749514802378,511
ev,0.8,Medium,300,44.71960517076725,511
ev,0.8,Medium,605,44.71960517076725,511
ev,0.8,Low,1,1.0515005274233589,511
ev,0.8,Low,5,5.071072023829125,511
ev,0.8,Low,10,8.377798716550046,511
ev,0.8,Low,20,13.472453416248038,511
ev,0.8,Low,30,17.744529509682177,511
ev,0.8,Low,50,24.334772018199025,511
ev,0.8,Low,75,29.78412291035715,511
ev,0.8,Low,100,33.42653093526555,511
ev,0.8,Low,150,34.43134413816474,511
ev,0.8,Low,300,34.43134413816474,511
ev,0.8,Low,605,34.43134413816474,511
