weight,rho,ablation,K,coverage_pct,cand_set
uniform,0.5,A0,1,22.03475054472317,511
uniform,0.5,A0,5,70.1882786747863,511
uniform,0.5,A0,10,89.40164254986313,511
uniform,0.5,A0,20,97.90491088887647,511
uniform,0.5,A0,30,99.78769763673948,511
uniform,0.5,A0,50,99.92737024414772,511
uniform,0.5,A0,75,99.92737024414772,511
uniform,0.5,A0,100,99.92737024414772,511
uniform,0.5,A0,150,99.92737024414772,511
uniform,0.5,A0,300,99.92737024414772,511
uniform,0.5,A0,605,99.92737024414772,511
uniform,0.5,Eucl,1,18.347393709145763,511
uniform,0.5,Eucl,5,60.96988658584279,511
uniform,0.5,Eucl,10,83.80356444494106,511
uniform,0.5,Eucl,20,95.28465277389799,511
uniform,0.5,Eucl,30,98.87703223643778,511
uniform,0.5,Eucl,50,99.89384881836975,511
uniform,0.5,Eucl,75,99.89384881836975,511
uniform,0.5,Eucl,100,99.89384881836975,511
uniform,0.5,Eucl,150,99.89384881836975,511
uniform,0.5,Eucl,300,99.89384881836975,511
uniform,0.5,Eucl,605,99.89384881836975,511
uniform,0.5,energy,1,16.8724509749148,511
uniform,0.5,energy,5,57.08140119559752,511
uniform,0.5,energy,10,80.44583496284709,511
uniform,0.5,energy,20,94.30694452204034,511
uniform,0.5,energy,30,98.08927873065534,511
uniform,0.5,energy,50,99.83239287111012,511
uniform,0.5,energy,75,99.83239287111012,511
uniform,0.5,energy,100,99.83239287111012,511
uniform,0.5,energy,150,99.83239287111012,511
uniform,0.5,energy,300,99.83239287111012,511
uniform,0.5,energy,605,99.83239287111012,511
uniform,0.5,High,1,11.531370467623889,511
uniform,0.5,High,5,45.82378903849377,511
uniform,0.5,High,10,68.28314430973798,511
uniform,0.5,High,20,87.28420582155428,511
uniform,0.5,High,30,92.63087323314151,511
uniform,0.5,High,50,96.9048550198335,511
uniform,0.5,High,75,98.02782278339572,511
uniform,0.5,High,100,98.30158109391586,511
uniform,0.5,High,150,98.35745013687915,511
uniform,0.5,High,300,98.35745013687915,511
uniform,0.5,High,605,98.35745013687915,511
uniform,0.5,Medium,1,11.229677635622101,511
uniform,0.5,Medium,5,44.65612604056093,511
uniform,0.5,Medium,10,66.6741158723951,511
uniform,0.5,Medium,20,86.28414995251131,511
uniform,0.5,Medium,30,91.73696854572881,511
uniform,0.5,Medium,50,96.00536342812448,511
uniform,0.5,Medium,75,97.01100620146377,511
uniform,0.5,Medium,100,97.21213475613163,511
uniform,0.5,Medium,150,97.22330856472429,511
uniform,0.5,Medium,300,97.22330856472429,511
uniform,0.5,Medium,605,97.22330856472429,511
uniform,0.5,Low,1,3.7767473043186772,511
uniform,0.5,Low,5,16.721604558913906,511
uniform,0.5,Low,10,29.889937985362312,511
uniform,0.5,Low,20,48.53343762221353,511
uniform,0.5,Low,30,60.74082350969328,511
uniform,0.5,Low,50,72.92586177998771,511
uniform,0.5,Low,75,79.69718978713895,511
uniform,0.5,Low,100,82.22805743337616,511
uniform,0.5,Low,150,83.15548354656684,511
uniform,0.5,Low,300,83.1834180680485,511
uniform,0.5,Low,605,83.1834180680485,511
