day,rho,cand_set,cov_eucl,cov_M,gap_pp
2023-05-05,0.0,511,99.99999999999996,96.01445836987534,3.985541630124615
2023-05-05,0.5,511,99.64670841569479,92.26454254192042,7.382165873774369
2023-05-08,0.0,511,99.99999999999996,96.00521333102164,3.994786668978321
2023-05-08,0.5,511,99.64670841569479,92.44981694118849,7.196891474506302
2023-05-10,0.0,511,99.99999999999996,95.67630571161281,4.323694288387145
2023-05-10,0.5,511,99.64670841569479,92.0484557658193,7.598252649875491
