weight,rho,ablation,K,coverage_pct,cand_set
pop,0.0,A0,1,76.29466417266772,511
pop,0.0,A0,5,98.5562014050753,511
pop,0.0,A0,10,99.96333091190941,511
pop,0.0,A0,20,99.99999999999996,511
pop,0.0,A0,30,99.99999999999996,511
pop,0.0,A0,50,99.99999999999996,511
pop,0.0,A0,75,99.99999999999996,511
pop,0.0,A0,100,99.99999999999996,511
pop,0.0,A0,150,99.99999999999996,511
pop,0.0,A0,300,99.99999999999996,511
pop,0.0,A0,605,99.99999999999996,511
pop,0.0,Eucl,1,80.12659957753378,511
pop,0.0,Eucl,5,99.02158812616858,511
pop,0.0,Eucl,10,99.99136766090417,511
pop,0.0,Eucl,20,99.99999999999996,511
pop,0.0,Eucl,30,99.99999999999996,511
pop,0.0,Eucl,50,99.99999999999996,511
pop,0.0,Eucl,75,99.99999999999996,511
pop,0.0,Eucl,100,99.99999999999996,511
pop,0.0,Eucl,150,99.99999999999996,511
pop,0.0,Eucl,300,99.99999999999996,511
pop,0.0,Eucl,605,99.99999999999996,511
pop,0.0,energy,1,76.97003957688355,511
pop,0.0,energy,5,98.66615345498911,511
pop,0.0,energy,10,99.97324438799849,511
pop,0.0,energy,20,99.99999999999996,511
pop,0.0,energy,30,99.99999999999996,511
pop,0.0,energy,50,99.99999999999996,511
pop,0.0,energy,75,99.99999999999996,511
pop,0.0,energy,100,99.99999999999996,511
pop,0.0,energy,150,99.99999999999996,511
pop,0.0,energy,300,99.99999999999996,511
pop,0.0,energy,605,99.99999999999996,511
pop,0.0,High,1,73.77792095114484,511
pop,0.0,High,5,97.29910161161044,511
pop,0.0,High,10,99.4647703961688,511
pop,0.0,High,20,99.91157307992401,511
pop,0.0,High,30,99.91946541226176,511
pop,0.0,High,50,99.91946541226176,511
pop,0.0,High,75,99.91946541226176,511
pop,0.0,High,100,99.91946541226176,511
pop,0.0,High,150,99.91946541226176,511
pop,0.0,High,300,99.91946541226176,511
pop,0.0,High,605,99.91946541226176,511
pop,0.0,Medium,1,71.37802519997625,511
pop,0.0,Medium,5,95.16258398148742,511
pop,0.0,Medium,10,96.98694616555576,511
pop,0.0,Medium,20,97.16128421683231,511
pop,0.0,Medium,30,97.16128421683231,511
pop,0.0,Medium,50,97.16128421683231,511
pop,0.0,Medium,75,97.16128421683231,511
pop,0.0,Medium,100,97.16128421683231,511
pop,0.0,Medium,150,97.16128421683231,511
pop,0.0,Medium,300,97.16128421683231,511
pop,0.0,Medium,605,97.16128421683231,511
pop,0.0,Low,1,25.999686290762792,511
pop,0.0,Low,5,75.76142918779607,511
pop,0.0,Low,10,85.55849276635534,511
pop,0.0,Low,20,87.96125873956595,511
pop,0.0,Low,30,88.14946444544866,511
pop,0.0,Low,50,88.1543647556273,511
pop,0.0,Low,75,88.1543647556273,511
pop,0.0,Low,100,88.1543647556273,511
pop,0.0,Low,150,88.1543647556273,511
pop,0.0,Low,300,88.1543647556273,511
pop,0.0,Low,605,88.1543647556273,511
