weight,ablation,rho,K,cand_set,z_ip,z_lp,gamma
pop,Low,0.5,5,511,372846.3432897709,372846.3432897709,0.0
pop,Low,0.5,10,511,630027.2148039631,630027.2148039632,1.8477824305281507e-16
pop,Low,0.5,20,511,970962.8899251199,970962.88992512,1.198967777603866e-16
pop,Low,0.5,30,511,1168233.9136638455,1168965.2551511142,0.0006260231608711241
pop,Low,0.5,50,511,1355625.823092515,1355625.8230925116,-2.576271117970361e-15
pop,Low,0.5,75,511,1432621.9185952258,1432886.8755116567,0.00018494545768975228
pop,Low,0.5,100,511,1462159.823528543,1462209.3451182088,3.3868793868351666e-05
pop,Low,0.5,150,511,1472154.9774191095,1472166.0505535165,7.521717873989159e-06
pop,Low,0.5,300,511,1472232.0721098306,1472232.0721098247,-3.953701458904574e-15
pop,Low,0.5,605,511,1472232.0721098306,1472232.0721098247,-3.953701458904574e-15
pop,Low,0.8,1,511,1384.9329661627094,1384.9329661627091,-1.6417666486286742e-16
pop,Low,0.8,5,511,5642.907073116254,5642.907073116254,0.0
pop,Low,0.8,10,511,9254.885985259316,9254.885985259312,-3.9308737167438796e-16
pop,Low,0.8,20,511,14574.77252944836,14574.772529448359,-1.2480396519881077e-16
pop,Low,0.8,30,511,18768.061297555356,18768.06129755536,1.9383881741507205e-16
pop,Low,0.8,50,511,24538.712430666823,24538.71243066685,1.037782716660247e-15
pop,Low,0.8,75,511,29404.579349083768,29404.57934908379,7.423290292105615e-16
pop,Low,0.8,100,511,32974.213989046024,32974.213989046046,6.619679501625561e-16
pop,Low,0.8,150,511,36555.536293709316,36555.53629370931,-1.9903845906469477e-16
pop,Low,0.8,300,511,37016.11704521618,37016.117045216175,-1.9656188155272063e-16
pop,Low,0.8,605,511,37016.11704521618,37016.117045216175,-1.9656188155272063e-16
