rho,K,cand_set,Reported_pct,Realized_pct,Realized_min,Realized_max,Best_pct,ReportingGap_pp,Regret_pp,n_pool
0.0,30,511,99.99999999999996,83.17956818152359,82.55091929189504,83.59902379669226,97.16128421683231,16.820431818476365,13.981716035308722,20
0.2,30,511,99.99999999999996,83.52544192908545,83.49315380512462,83.5589216638384,97.16128421683231,16.47455807091451,13.635842287746868,20
0.5,30,511,99.64670841569479,81.3333016903417,81.30184938198798,81.36053604019779,93.80321688806276,18.31340672535309,12.469915197721065,20
0.8,30,511,8.985531819887445,1.070448105684602,1.070448105684602,1.070448105684602,1.7772271125189167,7.915083714202843,0.7067790068343147,8
