part,variant,rho,cand_set,blocked_pct,overrange_pct,terminal_pct,covered_pct,cov_eucl,cov_M,gap_pp
k1env,removal_headline,0.0,511,8.174611646011654,0.030471552496799687,0.006636813946994403,91.78827998754454,99.99999999999996,91.05687183009456,8.943128169905393
k1env,removal_headline,0.2,511,8.174611646011654,0.16001147616333347,0.16774856410524416,91.49762831371977,99.99999999999996,86.92207344430436,13.077926555695598
k1env,removal_headline,0.5,511,8.174611646011654,8.418043824547462,9.464194890569246,73.94314963887165,99.64670841569479,46.82636008656761,52.82034832912718
k1env,removal_headline,0.8,511,8.174611646011654,89.5924082565148,1.1481264506468605,1.0848536468266963,,,
k1env,keep_at_vmin,0.0,511,0.0,0.03226929558581412,1.256278244385081,98.71145246002911,99.99999999999996,96.30924144866411,3.690758551335847
k1env,keep_at_vmin,0.2,511,0.0,0.17216847603521662,3.1718506214626965,96.6559809025021,99.99999999999996,89.88409822363913,10.115901776360829
k1env,keep_at_vmin,0.5,511,0.0,9.675566255655166,15.435055377549325,74.8893783667955,99.64670841569479,46.850515299752,52.79619311594279
k1env,keep_at_vmin,0.8,511,0.0,97.76701990252644,1.1481264506468605,1.0848536468266963,,,
