draw,rho,cand_set,cov_eucl,cov_M,gap
20,0.0,605,99.99999999999996,90.06362634821001,9.93637365178995
20,0.0,511,99.99999999999996,90.01627075739115,9.983729242608803
20,0.2,605,99.99999999999996,86.34795123188904,13.652048768110916
20,0.2,511,99.99999999999996,86.08649094994738,13.913509050052582
20,0.5,605,99.68774212156532,48.47932369045679,51.208418431108534
20,0.5,511,99.64670841569479,46.5487748705417,53.09793354515309
20,0.8,605,11.166433177945965,0.6357970725128694,10.530636105433096
20,0.8,511,8.985531819887445,0.5672422478738702,8.418289572013574
21,0.0,605,99.99999999999996,89.8318405736088,10.168159426391156
21,0.0,511,99.99999999999996,89.80742033082738,10.192579669172574
21,0.2,605,99.99999999999996,86.08580672579903,13.914193274200926
21,0.2,511,99.99999999999996,85.7792744144535,14.220725585546461
21,0.5,605,99.68774212156532,48.75517792335655,50.93256419820877
21,0.5,511,99.64670841569479,46.91130896683136,52.735399448863426
21,0.8,605,11.166433177945965,0.7283299101560821,10.438103267789883
21,0.8,511,8.985531819887445,0.6443944825500039,8.341137337337441
22,0.0,605,99.99999999999996,90.08088742300583,9.919112576994124
22,0.0,511,99.99999999999996,90.05153440334173,9.948465596658224
22,0.2,605,99.99999999999996,86.29466265305847,13.70533734694149
22,0.2,511,99.99999999999996,85.86633628117693,14.13366371882303
22,0.5,605,99.68774212156532,48.41710894862676,51.27063317293856
22,0.5,511,99.64670841569479,46.025907422780705,53.620800992914084
22,0.8,605,11.166433177945965,0.6624459967842621,10.503987181161703
22,0.8,511,8.985531819887445,0.593100015263228,8.392431804624216
23,0.0,605,99.99999999999996,90.34027833476733,9.659721665232624
23,0.0,511,99.99999999999996,90.26406696272724,9.735933037272716
23,0.2,605,99.99999999999996,86.6317857233816,13.36821427661836
23,0.2,511,99.99999999999996,86.18606121342731,13.813938786572649
23,0.5,605,99.68774212156532,48.52458748885437,51.16315463271095
23,0.5,511,99.64670841569479,46.382049632716914,53.264658782977875
23,0.8,605,11.166433177945965,0.6667968368718078,10.499636341074158
23,0.8,511,8.985531819887445,0.5542584503626182,8.431273369524828
24,0.0,605,99.99999999999996,90.22893242357277,9.771067576427185
24,0.0,511,99.99999999999996,90.16318631988324,9.83681368011672
24,0.2,605,99.99999999999996,86.45543124582173,13.54456875417823
24,0.2,511,99.99999999999996,86.11770428856391,13.882295711436043
24,0.5,605,99.68774212156532,48.488852566615805,51.19888955494952
24,0.5,511,99.64670841569479,46.4411141792513,53.20559423644349
24,0.8,605,11.166433177945965,0.691176158614221,10.475257019331744
24,0.8,511,8.985531819887445,0.592933567766091,8.392598252121354
25,0.0,605,99.99999999999996,90.03764294547271,9.962357054527246
25,0.0,511,99.99999999999996,89.98866371352135,10.01133628647861
25,0.2,605,99.99999999999996,86.28501923906131,13.714980760938644
25,0.2,511,99.99999999999996,85.85562479832714,14.144375201672815
25,0.5,605,99.68774212156532,48.716740634708636,50.971001486856686
25,0.5,511,99.64670841569479,46.3105243492288,53.33618406646599
25,0.8,605,11.166433177945965,0.6461699720470555,10.52026320589891
25,0.8,511,8.985531819887445,0.5613786371039053,8.42415318278354
26,0.0,605,99.99999999999996,90.11262201481946,9.887377985180493
26,0.0,511,99.99999999999996,90.05598326640178,9.944016733598176
26,0.2,605,99.99999999999996,86.39729699154138,13.602703008458576
26,0.2,511,99.99999999999996,86.10386209210425,13.896137907895707
26,0.5,605,99.68774212156532,48.35443233679398,51.333309784771345
26,0.5,511,99.64670841569479,46.41586018532661,53.23084823036818
26,0.8,605,11.166433177945965,0.5893325835295061,10.577100594416459
26,0.8,511,8.985531819887445,0.5161693272372163,8.469362492650228
27,0.0,605,99.99999999999996,90.1198540060982,9.880145993901763
27,0.0,511,99.99999999999996,90.06166721438478,9.938332785615174
27,0.2,605,99.99999999999996,86.35228926254311,13.647710737456848
27,0.2,511,99.99999999999996,86.15423130970333,13.845768690296623
27,0.5,605,99.68774212156532,48.92171351942719,50.76602860213813
27,0.5,511,99.64670841569479,47.07592826935113,52.57078014634366
27,0.8,605,11.166433177945965,0.6625348249547642,10.5038983529912
27,0.8,511,8.985531819887445,0.5809214895942449,8.4046103302932
28,0.0,605,99.99999999999996,90.44086313042632,9.559136869573635
28,0.0,511,99.99999999999996,90.37011422504351,9.629885774956449
28,0.2,605,99.99999999999996,86.64881206456788,13.35118793543208
28,0.2,511,99.99999999999996,86.46791465366677,13.53208534633319
28,0.5,605,99.68774212156532,48.61358714346316,51.074154978102165
28,0.5,511,99.64670841569479,46.888597982406715,52.758110433288074
28,0.8,605,11.166433177945965,0.6457083443501246,10.52072483359584
28,0.8,511,8.985531819887445,0.5880898737844813,8.397441946102964
29,0.0,605,99.99999999999996,90.0967564081207,9.90324359187926
29,0.0,511,99.99999999999996,90.03721743118221,9.962782568817744
29,0.2,605,99.99999999999996,86.40666548839407,13.593334511605889
29,0.2,511,99.99999999999996,86.01596092557413,13.984039074425823
29,0.5,605,99.68774212156532,48.34311635563183,51.34462576593349
29,0.5,511,99.64670841569479,46.3561161596418,53.29059225605299
29,0.8,605,11.166433177945965,0.6938920564372231,10.472541121508742
29,0.8,511,8.985531819887445,0.622890724970159,8.362641094917286
