rho,K,cand_set,vstar_eucl_pct,realized_min,min_mipgap,min_status,realized_max,max_mipgap,max_status
0.0,30,511,99.99999999999996,47.9229469778532,0.9170652307169675,9,97.16128421683231,2.5965871626598557e-16,2
0.2,30,511,99.99999999999996,61.63734459598362,0.9103589469367701,9,97.16128421683231,0.0,2
0.5,30,511,99.64670841569479,81.30172786661359,0.0,2,81.37127154262728,0.0,2
0.8,30,511,8.985531819887445,1.070448105684602,4.584113303665103e-08,2,1.0704481844545815,0.0,2
