rho,cand_set,imputation,cov_eucl,cov_M,ceiling_pct,gap_pp
0.0,511,kriging_k32,99.99999999999996,97.16128421683231,97.16128421683234,2.8387157831676433
0.2,511,kriging_k32,99.99999999999996,97.16128421683231,97.16128421683234,2.8387157831676433
0.5,511,kriging_k32,99.64670841569479,93.79474120028671,96.85221044191734,5.851967215408081
0.8,511,kriging_k32,,,4.067198163995189,
