weight,rho,ablation,K,coverage_pct,cand_set
pop,0.2,A0,1,63.06246792461304,511
pop,0.2,A0,5,96.2610560649439,511
pop,0.2,A0,10,99.39455536963962,511
pop,0.2,A0,20,99.99999999999996,511
pop,0.2,A0,30,99.99999999999996,511
pop,0.2,A0,50,99.99999999999996,511
pop,0.2,A0,75,99.99999999999996,511
pop,0.2,A0,100,99.99999999999996,511
pop,0.2,A0,150,99.99999999999996,511
pop,0.2,A0,300,99.99999999999996,511
pop,0.2,A0,605,99.99999999999996,511
pop,0.2,Eucl,1,64.57948242023417,511
pop,0.2,Eucl,5,96.58549417207573,511
pop,0.2,Eucl,10,99.4731844921154,511
pop,0.2,Eucl,20,99.99999999999996,511
pop,0.2,Eucl,30,99.99999999999996,511
pop,0.2,Eucl,50,99.99999999999996,511
pop,0.2,Eucl,75,99.99999999999996,511
pop,0.2,Eucl,100,99.99999999999996,511
pop,0.2,Eucl,150,99.99999999999996,511
pop,0.2,Eucl,300,99.99999999999996,511
pop,0.2,Eucl,605,99.99999999999996,511
pop,0.2,energy,1,60.66453987937133,511
pop,0.2,energy,5,95.71602965757035,511
pop,0.2,energy,10,99.24866473115803,511
pop,0.2,energy,20,99.99999999999996,511
pop,0.2,energy,30,99.99999999999996,511
pop,0.2,energy,50,99.99999999999996,511
pop,0.2,energy,75,99.99999999999996,511
pop,0.2,energy,100,99.99999999999996,511
pop,0.2,energy,150,99.99999999999996,511
pop,0.2,energy,300,99.99999999999996,511
pop,0.2,energy,605,99.99999999999996,511
pop,0.2,High,1,53.32073120628649,511
pop,0.2,High,5,92.91735904989643,511
pop,0.2,High,10,97.7397643350038,511
pop,0.2,High,20,99.50205452409065,511
pop,0.2,High,30,99.74666093651088,511
pop,0.2,High,50,99.81195725995411,511
pop,0.2,High,75,99.81195725995411,511
pop,0.2,High,100,99.81195725995411,511
pop,0.2,High,150,99.81195725995411,511
pop,0.2,High,300,99.81195725995411,511
pop,0.2,High,605,99.81195725995411,511
pop,0.2,Medium,1,50.98911280058139,511
pop,0.2,Medium,5,91.14122457471468,511
pop,0.2,Medium,10,95.7260426268055,511
pop,0.2,Medium,20,97.11518327320968,511
pop,0.2,Medium,30,97.16128421683231,511
pop,0.2,Medium,50,97.16128421683231,511
pop,0.2,Medium,75,97.16128421683231,511
pop,0.2,Medium,100,97.16128421683231,511
pop,0.2,Medium,150,97.16128421683231,511
pop,0.2,Medium,300,97.16128421683231,511
pop,0.2,Medium,605,97.16128421683231,511
pop,0.2,Low,1,14.358459058320873,511
pop,0.2,Low,5,55.22191610204705,511
pop,0.2,Low,10,76.38095935263418,511
pop,0.2,Low,20,85.5719410393158,511
pop,0.2,Low,30,87.49691362775725,511
pop,0.2,Low,50,88.0846095084245,511
pop,0.2,Low,75,88.09143093689703,511
pop,0.2,Low,100,88.09143093689703,511
pop,0.2,Low,150,88.09143093689703,511
pop,0.2,Low,300,88.09143093689703,511
pop,0.2,Low,605,88.09143093689703,511
