rho,universe,ceiling_pct,cov_eucl,cov_M,gap_pp
0.0,26032,97.16128421683233,99.99999999999996,97.16128421683231,2.8387157831676433
0.2,26032,97.16128421683233,99.99999999999996,97.16128421683231,2.8387157831676433
0.5,26032,96.84812841830443,99.64670841569479,93.80321688806276,5.843491527632025
0.8,26032,4.13139608014068,,,
